# Train on 1K_60 from random:
@num=19001	[PSNR SSIM] = [ 30.63487186   0.99509759  30.48468709]
num=19501	[PSNR SSIM] = [ 30.59821178   0.99507499  30.44751526]
@num=20001	[PSNR SSIM] = [ 30.67644345   0.99511248  30.52651169]
@num=20501	[PSNR SSIM] = [ 30.66815143   0.99511515  30.51834204]
num=21001	[PSNR SSIM] = [ 30.37606131   0.99480451  30.21824278]
@num=21501	[PSNR SSIM] = [ 30.75049022   0.99520715  30.60310771]
num=22001	[PSNR SSIM] = [ 30.2973461    0.99477679  30.1390966 ]
num=22501	[PSNR SSIM] = [ 30.58236477   0.99504837  30.43093212]
num=23001	[PSNR SSIM] = [ 30.50298205   0.994938    30.3485761 ]
num=23501	[PSNR SSIM] = [ 30.64167394   0.99512306  30.49223638]
num=24001	[PSNR SSIM] = [ 30.27773376   0.99472879  30.11813332]
num=24501	[PSNR SSIM] = [ 30.48550656   0.99492409  30.33076483]
num=25001	[PSNR SSIM] = [ 30.6438325    0.99509433  30.49350385]
num=25501	[PSNR SSIM] = [ 30.64639096   0.99511405  30.49665436]
num=26001	[PSNR SSIM] = [ 30.63240244   0.99506986  30.48138048]
@num=26501	[PSNR SSIM] = [ 30.77533398   0.99521948  30.6282118 ]
num=27001	[PSNR SSIM] = [ 30.43014143   0.99486547  30.273897  ]
num=27501	[PSNR SSIM] = [ 30.46482675   0.99495379  30.31109484]
num=28001	[PSNR SSIM] = [ 29.88198059   0.99429228  29.7114225 ]
num=28501	[PSNR SSIM] = [ 30.50290689   0.99493538  30.34842117]
num=29001	[PSNR SSIM] = [ 30.45275008   0.99490229  30.2975108 ]
num=29501	[PSNR SSIM] = [ 30.48590619   0.99495565  30.33212446]
num=30001	[PSNR SSIM] = [ 30.13192864   0.99452709  29.96701917]
num=30501	[PSNR SSIM] = [ 30.19334096   0.99461136  30.03063999]
num=31001	[PSNR SSIM] = [ 30.37414412   0.99478082  30.21561595]
@num=31501	[PSNR SSIM] = [ 30.69794006   0.9951525   30.54913189]
num=32001	[PSNR SSIM] = [ 30.29581919   0.99476101  30.13709957]
num=32501	[PSNR SSIM] = [ 30.32964055   0.99478073  30.17134208]
num=33001	[PSNR SSIM] = [ 30.48946201   0.99497347  30.33620586]
num=33501	[PSNR SSIM] = [ 30.65420018   0.99511522  30.50446103]
num=34001	[PSNR SSIM] = [ 30.36336047   0.99478848  30.20512106]
@num=34501	[PSNR SSIM] = [ 30.75587163   0.99521195  30.60861098]
num=35001	[PSNR SSIM] = [ 30.10713758   0.99453428  29.94258045]
num=35501	[PSNR SSIM] = [ 30.56751519   0.99500415  30.41480447]
num=36001	[PSNR SSIM] = [ 30.36179243   0.9947642   30.20282403]
num=36501	[PSNR SSIM] = [ 30.38669499   0.99481847  30.22924532]
num=37001	[PSNR SSIM] = [ 30.32061407   0.99475259  30.16150929]
num=37501	[PSNR SSIM] = [ 30.6930261    0.99514594  30.54404021]
num=38001	[PSNR SSIM] = [ 30.646453     0.99510756  30.49651718]
num=38501	[PSNR SSIM] = [ 30.61407142   0.99504245  30.46230057]
@num=39001	[PSNR SSIM] = [ 30.78289362   0.99523026  30.6360671 ]
@num=39501	[PSNR SSIM] = [ 30.73493931   0.99519865  30.58737004]
num=40001	[PSNR SSIM] = [ 30.55664193   0.99500128  30.40389775]
num=40501	[PSNR SSIM] = [ 30.16460982   0.99457     30.00081612]
num=41001	[PSNR SSIM] = [ 30.3172245   0.9947633  30.1584623]
num=41501	[PSNR SSIM] = [ 30.64766757   0.99511169  30.49785219]
@num=42001	[PSNR SSIM] = [ 30.8050967    0.9952458   30.65864321]
num=42501	[PSNR SSIM] = [ 30.4769017    0.99492229  30.32214869]
num=43001	[PSNR SSIM] = [ 30.41878746   0.994847    30.26203938]
num=43501	[PSNR SSIM] = [ 30.63196279   0.99511168  30.48222387]
num=44001	[PSNR SSIM] = [ 30.58720196   0.99504079  30.43551367]
num=44501	[PSNR SSIM] = [ 30.36558608   0.99476665  30.20667244]
num=45001	[PSNR SSIM] = [ 30.57939737   0.9950364   30.42761357]
num=45501	[PSNR SSIM] = [ 30.32516933   0.99472531  30.16521351]
num=46001	[PSNR SSIM] = [ 30.53573824   0.99499822  30.38300533]
num=46501	[PSNR SSIM] = [ 30.49222925   0.99491972  30.33732024]
num=47001	[PSNR SSIM] = [ 30.31360181   0.99472987  30.15384506]
num=47501	[PSNR SSIM] = [ 30.49487047   0.9949325   30.34033775]
num=48001	[PSNR SSIM] = [ 30.36277384   0.99478496  30.20443064]
num=48501	[PSNR SSIM] = [ 30.20853145   0.99459346  30.04520781]
num=49001	[PSNR SSIM] = [ 30.72483522   0.99517811  30.57668343]
num=49501	[PSNR SSIM] = [ 30.51367621   0.99497229  30.3602623 ]
num=50001	[PSNR SSIM] = [ 30.56979281   0.99502774  30.41779173]
num=50501	[PSNR SSIM] = [ 30.40001379   0.99482209  30.24260533]
@num=51001	[PSNR SSIM] = [ 30.75937044   0.9952029   30.61181461]
num=51501	[PSNR SSIM] = [ 30.19182138   0.99464394  30.0301123 ]
num=52001	[PSNR SSIM] = [ 30.36080923   0.99478315  30.20242152]
num=52501	[PSNR SSIM] = [ 30.65817478   0.99508811  30.50758525]
num=53001	[PSNR SSIM] = [ 30.56287267   0.99501013  30.41036783]
num=53501	[PSNR SSIM] = [ 30.47915133   0.99491191  30.32407079]
num=54001	[PSNR SSIM] = [ 30.66687603   0.99510645  30.51680607]
num=54501	[PSNR SSIM] = [ 30.51925154   0.99493596  30.36470077]
num=55001	[PSNR SSIM] = [ 30.53865348   0.99498073  30.38537188]
num=55501	[PSNR SSIM] = [ 30.58963044   0.99502235  30.43736586]
num=56001	[PSNR SSIM] = [ 30.43268214   0.99485724  30.27617411]
num=56501	[PSNR SSIM] = [ 30.38798893   0.99479903  30.22994195]
num=57001	[PSNR SSIM] = [ 30.54134368   0.99497338  30.3878239 ]
num=57501	[PSNR SSIM] = [ 30.45855589   0.99489798  30.30315574]
num=58001	[PSNR SSIM] = [ 30.70425879   0.99514755  30.555268  ]
num=58501	[PSNR SSIM] = [ 30.48554724   0.99491284  30.33046248]
num=59001	[PSNR SSIM] = [ 30.46360182   0.99490114  30.30827218]
num=59501	[PSNR SSIM] = [ 30.60776527   0.99501925  30.45531559]
num=60001	[PSNR SSIM] = [ 30.5906232    0.99504109  30.438927  ]
num=60501	[PSNR SSIM] = [ 30.43861016   0.9948715   30.28250587]
num=61001	[PSNR SSIM] = [ 30.34151398   0.99473799  30.1818565 ]
num=61501	[PSNR SSIM] = [ 30.40521529   0.99483087  30.24804686]
num=62001	[PSNR SSIM] = [ 30.32218303   0.99474541  30.16285232]
num=62501	[PSNR SSIM] = [ 30.52302876   0.99496055  30.36920941]
num=63001	[PSNR SSIM] = [ 30.50913466   0.99494515  30.35491564]
num=63501	[PSNR SSIM] = [ 30.50686008   0.99494965  30.35278967]
num=64001	[PSNR SSIM] = [ 30.36968371   0.99481841  30.21232032]
num=64501	[PSNR SSIM] = [ 30.36428009   0.99478593  30.20595862]
num=65001	[PSNR SSIM] = [ 30.40563488   0.99486978  30.2496472 ]
num=65501	[PSNR SSIM] = [ 30.46756443   0.9948805   30.31158579]
num=66001	[PSNR SSIM] = [ 30.51383197   0.99497049  30.36036242]
num=66501	[PSNR SSIM] = [ 30.36883309   0.99479934  30.21089502]
num=67001	[PSNR SSIM] = [ 30.58517578   0.99503323  30.43326611]
num=67501	[PSNR SSIM] = [ 30.54481676   0.99495988  30.39086708]
num=68001	[PSNR SSIM] = [ 30.34774927   0.99476989  30.18902727]
num=68501	[PSNR SSIM] = [ 30.35401164   0.99484536  30.19754749]
num=69001	[PSNR SSIM] = [ 30.53013867   0.99495281  30.37604727]
num=69501	[PSNR SSIM] = [ 30.58748701   0.99504757  30.43600456]
num=70001	[PSNR SSIM] = [ 30.46095054   0.99489362  30.30540544]
num=70501	[PSNR SSIM] = [ 30.26579882   0.99466988  30.10447854]
num=71001	[PSNR SSIM] = [ 30.62390212   0.99507297  30.47301725]
num=71501	[PSNR SSIM] = [ 30.13854654   0.99452783  29.97362315]
num=72001	[PSNR SSIM] = [ 30.63677012   0.99506862  30.48568862]
num=72501	[PSNR SSIM] = [ 30.50517102   0.99496008  30.35142738]
num=73001	[PSNR SSIM] = [ 30.44924518   0.99486654  30.29293512]
num=73501	[PSNR SSIM] = [ 30.379496     0.9947978   30.22145577]
num=74001	[PSNR SSIM] = [ 30.66797562   0.9951101   30.51801224]
num=74501	[PSNR SSIM] = [ 30.44485467   0.99487269  30.28875447]
num=75001	[PSNR SSIM] = [ 30.51850461   0.99495899  30.36466055]
num=75501	[PSNR SSIM] = [ 30.24310004   0.99467354  30.08201126]
num=76001	[PSNR SSIM] = [ 30.65292361   0.99508031  30.50212057]
num=76501	[PSNR SSIM] = [ 30.5907552    0.9950348   30.43886596]
num=77001	[PSNR SSIM] = [ 30.18022156   0.9947847   30.02282266]
num=77501	[PSNR SSIM] = [ 30.58689424   0.99503394  30.43499775]
num=78001	[PSNR SSIM] = [ 30.47202655   0.99490699  30.3168322 ]
num=78501	[PSNR SSIM] = [ 30.40771593   0.99487181  30.25177946]
num=79001	[PSNR SSIM] = [ 30.51396859   0.9949646   30.36031852]
num=79501	[PSNR SSIM] = [ 30.42940207   0.99485494  30.27284089]
num=80001	[PSNR SSIM] = [ 30.33697417   0.99476073  30.17803052]
num=80501	[PSNR SSIM] = [ 30.65761159   0.995091    30.50711334]
num=81001	[PSNR SSIM] = [ 30.5474821    0.99496086  30.39354903]
num=81501	[PSNR SSIM] = [ 30.53344303   0.99494138  30.37898605]
num=82001	[PSNR SSIM] = [ 30.292792     0.99471335  30.13264471]
num=82501	[PSNR SSIM] = [ 30.09698309   0.99447553  29.93071334]
num=83001	[PSNR SSIM] = [ 30.310128     0.99471609  30.14997194]
num=83501	[PSNR SSIM] = [ 30.36861985   0.99478761  30.2103267 ]
num=84001	[PSNR SSIM] = [ 30.32296359   0.99473201  30.16322252]
num=84501	[PSNR SSIM] = [ 30.40954647   0.9948301   30.25233218]
num=85001	[PSNR SSIM] = [ 30.15368507   0.99452046  29.9884566 ]
num=85501	[PSNR SSIM] = [ 30.30274416   0.99471845  30.14269885]
num=86001	[PSNR SSIM] = [ 30.54691133   0.99498948  30.39385538]
num=86501	[PSNR SSIM] = [ 30.38916289   0.99480184  30.23119521]
num=87001	[PSNR SSIM] = [ 30.24457348   0.99464043  30.08247559]
num=87501	[PSNR SSIM] = [ 30.59141042   0.99505765  30.440217  ]
num=88001	[PSNR SSIM] = [ 30.24545904   0.99463926  30.08332107]
num=88501	[PSNR SSIM] = [ 30.43244616   0.99485629  30.27591059]
num=89001	[PSNR SSIM] = [ 30.46375464   0.99489067  30.30810515]
num=89501	[PSNR SSIM] = [ 30.2280253    0.99462978  30.06569426]
num=90001	[PSNR SSIM] = [ 30.28084865   0.99466864  30.11941069]
num=90501	[PSNR SSIM] = [ 30.3617385    0.99477363  30.2030569 ]
num=91001	[PSNR SSIM] = [ 30.34102493   0.99474001  30.18143147]
num=91501	[PSNR SSIM] = [ 30.17210561   0.99453231  30.007134  ]
num=92001	[PSNR SSIM] = [ 30.32685814   0.99473672  30.16723929]
num=92501	[PSNR SSIM] = [ 30.25413326   0.99464909  30.09224624]

# Train on 1W_1(mixed-size) from 42001 above(uniform size):
num=0	[PSNR SSIM] = [ 30.47288969   0.99487039  30.31657557]
@num=500	[PSNR SSIM] = [ 30.16426233   0.99464264  30.00266147]
@num=1000	[PSNR SSIM] = [ 30.17048452   0.99470804  30.01082355]
num=1500	[PSNR SSIM] = [ 30.10700111   0.99451211  29.94177727]
@num=2000	[PSNR SSIM] = [ 30.37002824   0.99478769  30.21173014]
@num=2500	[PSNR SSIM] = [ 30.31481319   0.99474534  30.15551927]
@num=3000	[PSNR SSIM] = [ 30.3253668    0.99472471  30.16539172]
@num=3500	[PSNR SSIM] = [ 30.32908511   0.99476053  30.17017674]
num=4000	[PSNR SSIM] = [ 30.07615818   0.99445495  29.90938427]
num=4500	[PSNR SSIM] = [ 29.92629588   0.99428917  29.75539175]
@num=5000	[PSNR SSIM] = [ 30.45165021   0.99487358  30.29554241]
@num=5500	[PSNR SSIM] = [ 30.33211131   0.99477565  30.17364572]
num=6000	[PSNR SSIM] = [ 30.2886678   0.9946934  30.1279379]
num=6500	[PSNR SSIM] = [ 30.20180324   0.99460415  30.03883895]
@num=7000	[PSNR SSIM] = [ 30.3789085    0.99479778  30.22087059]
num=7500	[PSNR SSIM] = [ 30.07626458   0.99445753  29.90956791]
num=8000	[PSNR SSIM] = [ 30.25558178   0.99464119  30.09344791]
num=8500	[PSNR SSIM] = [ 30.29779093   0.99469968  30.13720291]
@num=9000	[PSNR SSIM] = [ 30.4158489    0.99481685  30.25819884]
num=9500	[PSNR SSIM] = [ 30.19889811   0.99458514  30.03537538]
@num=10000	[PSNR SSIM] = [ 30.53898054   0.9949783   30.38562288]
num=10500	[PSNR SSIM] = [ 30.09439917   0.99451026  29.92918867]
num=11000	[PSNR SSIM] = [ 30.30835349   0.99471307  30.14811544]
num=11500	[PSNR SSIM] = [ 30.20639087   0.99459619  30.04316132]
num=12000	[PSNR SSIM] = [ 30.28016788   0.99470871  30.11994662]
num=12500	[PSNR SSIM] = [ 30.34673417   0.99474381  30.18722608]
@num=13000	[PSNR SSIM] = [ 30.57816694   0.99505217  30.42687143]
num=13500	[PSNR SSIM] = [ 30.11498494   0.99458701  29.9519728 ]
@num=14000	[PSNR SSIM] = [ 30.53999647   0.99496928  30.38635837]
num=14500	[PSNR SSIM] = [ 30.23221517   0.99462899  30.06983768]

# Train on 1W_2(mixed-size) from 42001 previous(resize dynamicly):
num=0	[PSNR SSIM] = [ 30.25047655   0.99437574  30.08033991]
@num=500	[PSNR SSIM] = [ 29.96433292   0.99421634  29.79102949]
@num=1000	[PSNR SSIM] = [ 29.91167351   0.9941174   29.73571503]
@num=1500	[PSNR SSIM] = [ 30.09616795   0.99435811  29.92636862]
num=2000	[PSNR SSIM] = [ 29.82272323   0.99402728  29.64460044]
@num=2500	[PSNR SSIM] = [ 30.2553006    0.99451968  30.08949196]
@num=3000	[PSNR SSIM] = [ 30.12424185   0.99439993  29.95554399]
num=3500	[PSNR SSIM] = [ 29.95777664   0.99426423  29.78594569]
@num=4000	[PSNR SSIM] = [ 30.30881389   0.99459235  30.14491439]
num=4500	[PSNR SSIM] = [ 30.07400257   0.99438688  29.90519363]
num=5000	[PSNR SSIM] = [ 29.98956416   0.99430157  29.81867074]
num=5500	[PSNR SSIM] = [ 29.9512461    0.99415469  29.77617175]
num=6000	[PSNR SSIM] = [ 29.9704238    0.99418094  29.79602407]
@num=6500	[PSNR SSIM] = [ 30.26920558   0.99456006  30.10454288]
num=7000	[PSNR SSIM] = [ 29.97374871   0.99420924  29.80017803]
@num=7500	[PSNR SSIM] = [ 30.23742367   0.99453778  30.07226025]
num=8000	[PSNR SSIM] = [ 30.03161462   0.99433611  29.8615189 ]
num=8500	[PSNR SSIM] = [ 30.13626535   0.99439078  29.96722444]
@num=9000	[PSNR SSIM] = [ 30.37193677   0.9946274   30.20876059]
num=9500	[PSNR SSIM] = [ 30.13844846   0.99441458  29.97011245]
num=10000	[PSNR SSIM] = [ 29.89145446   0.99410486  29.71524024]
num=10500	[PSNR SSIM] = [ 29.95911279   0.99416507  29.78430345]
@num=11000	[PSNR SSIM] = [ 30.23964668   0.99452771  30.07416667]
@num=11500	[PSNR SSIM] = [ 30.36144109   0.99461939  30.19807814]
@num=12000	[PSNR SSIM] = [ 30.30082077   0.99456047  30.13599843]
num=12500	[PSNR SSIM] = [ 30.19328169   0.99443781  30.02534105]
num=13000	[PSNR SSIM] = [ 30.24128923   0.99449465  30.0748002 ]
num=13500	[PSNR SSIM] = [ 30.22636285   0.994513    30.06051073]
@num=14000	[PSNR SSIM] = [ 30.29185198   0.99455869  30.12702468]
num=14500	[PSNR SSIM] = [ 30.04804515   0.99432327  29.87747044]
num=15000	[PSNR SSIM] = [ 29.8852137    0.99410714  29.70910434]
num=15500	[PSNR SSIM] = [ 30.11549359   0.99435581  29.94551615]
num=16000	[PSNR SSIM] = [ 30.01396487   0.99420632  29.84007361]
num=16500	[PSNR SSIM] = [ 30.01387781   0.99430635  29.84298926]
num=17000	[PSNR SSIM] = [ 30.01513016   0.99427361  29.84325173]
num=17500	[PSNR SSIM] = [ 29.73018944   0.99409979  29.55477517]
@num=18000	[PSNR SSIM] = [ 30.27679226   0.9945377   30.11141132]
@num=18500	[PSNR SSIM] = [ 30.33406292   0.99459595  30.1701361 ]
num=19000	[PSNR SSIM] = [ 29.88581206   0.99411499  29.7099337 ]
num=19500	[PSNR SSIM] = [ 29.94359336   0.99413157  29.76787162]
num=20000	[PSNR SSIM] = [ 30.0822262    0.99431015  29.91106276]
@num=20500	[PSNR SSIM] = [ 30.36695474   0.9946229   30.20366852]
num=21000	[PSNR SSIM] = [ 30.21116321   0.99445202  30.04355228]
num=21500	[PSNR SSIM] = [ 29.98039156   0.99420394  29.80662348]
num=22000	[PSNR SSIM] = [ 30.15864771   0.99442565  29.99053281]
num=22500	[PSNR SSIM] = [ 30.02820183   0.99423394  29.85505743]
num=23000	[PSNR SSIM] = [ 29.89331606   0.99409484  29.71679133]
num=23500	[PSNR SSIM] = [ 30.04715007   0.99428185  29.87533595]
num=24000	[PSNR SSIM] = [ 30.07052704   0.99430028  29.89913345]
num=24500	[PSNR SSIM] = [ 30.17737486   0.99441291  30.00877122]
num=25000	[PSNR SSIM] = [ 30.12367851   0.99433041  29.95288947]
@num=25500	[PSNR SSIM] = [ 30.46439002   0.99473421  30.30397098]
num=26000	[PSNR SSIM] = [ 30.13621946   0.99434942  29.96593233]
num=26500	[PSNR SSIM] = [ 30.13695613   0.99433363  29.96618907]
num=27000	[PSNR SSIM] = [ 30.00570195   0.9942303   29.83257796]
num=27500	[PSNR SSIM] = [ 29.99684659   0.99424074  29.82408699]
num=28000	[PSNR SSIM] = [ 30.00752587   0.99424727  29.83490065]
num=28500	[PSNR SSIM] = [ 30.27591132   0.99453222  30.11036944]
num=29000	[PSNR SSIM] = [ 29.97506976   0.99419839  29.80116598]
num=29500	[PSNR SSIM] = [ 30.15728825   0.99439014  29.98811004]
num=30000	[PSNR SSIM] = [ 30.17392614   0.99438878  30.00461368]
num=30500	[PSNR SSIM] = [ 30.14959041   0.99438042  29.98016245]
num=31000	[PSNR SSIM] = [ 29.99753788   0.99420736  29.82377304]
num=31500	[PSNR SSIM] = [ 29.88714953   0.99407621  29.71010422]
num=32000	[PSNR SSIM] = [ 30.1602633    0.99437422  29.99058825]
num=32500	[PSNR SSIM] = [ 30.05527525   0.99425204  29.88251861]
num=33000	[PSNR SSIM] = [ 29.98826995   0.99419378  29.81415135]
num=33500	[PSNR SSIM] = [ 30.01260475   0.99421     29.83883173]
num=34000	[PSNR SSIM] = [ 29.89316267   0.99406498  29.71574617]
num=34500	[PSNR SSIM] = [ 30.03602412   0.99418328  29.8613129 ]
num=35000	[PSNR SSIM] = [ 29.93211505   0.99412611  29.7562971 ]
num=35500	[PSNR SSIM] = [ 30.10889756   0.99431583  29.93775334]
num=36000	[PSNR SSIM] = [ 30.20184606   0.99441573  30.03319075]
num=36500	[PSNR SSIM] = [ 29.99788581   0.99425676  29.82560068]
num=37000	[PSNR SSIM] = [ 30.06736957   0.99427492  29.89523153]
num=37500	[PSNR SSIM] = [ 30.07926795   0.99427475  29.90705667]
num=38000	[PSNR SSIM] = [ 30.11548811   0.99435132  29.94537532]
num=38500	[PSNR SSIM] = [ 29.82276852   0.99398322  29.64333161]
num=39000	[PSNR SSIM] = [ 29.85788748   0.99407451  29.68096486]
num=39500	[PSNR SSIM] = [ 30.22239626   0.99446819  30.05521175]
num=40000	[PSNR SSIM] = [ 29.64489211   0.99378084  29.46052572]
num=40500	[PSNR SSIM] = [ 30.06300568   0.99425176  29.89019632]
num=41000	[PSNR SSIM] = [ 29.88253825   0.99404491  29.70458518]
num=41500	[PSNR SSIM] = [ 30.00640158   0.99428513  29.83491903]
num=42000	[PSNR SSIM] = [ 30.16454037   0.99438321  29.99511238]
num=42500	[PSNR SSIM] = [ 30.0859997    0.9943197   29.91510235]
num=43000	[PSNR SSIM] = [ 30.18658104   0.99444968  30.0190359 ]
num=43500	[PSNR SSIM] = [ 29.85350555   0.99406555  29.67634146]
num=44000	[PSNR SSIM] = [ 29.97416767   0.99419899  29.80028715]
num=44500	[PSNR SSIM] = [ 30.08418999   0.99434407  29.91403587]
num=45000	[PSNR SSIM] = [ 30.13012797   0.9943659   29.96037187]
num=45500	[PSNR SSIM] = [ 29.93471472   0.99415581  29.75977058]
num=46000	[PSNR SSIM] = [ 30.15594383   0.99440173  29.98712264]
num=46484	[PSNR SSIM] = [ 29.70539792   0.99398499  29.52671951]
